round,method,legal_accuracy,client_drift
22,Full framework,0.6698411685123626,0.22281323127875544
23,Full framework,0.6723539252269771,0.22020047345171384
24,Full framework,0.6747466367007376,0.22212632313698163
25,Full framework,0.6807496383832372,0.21694511429260221
26,Full framework,0.6778958170845892,0.21048140453632141
27,Full framework,0.6877266345161169,0.21191195846392602
28,Full framework,0.6862477215818891,0.2102604219383002
29,Full framework,0.6862306633604326,0.2042060101672585
30,Full framework,0.6892357937876458,0.20081006199715684
31,Full framework,0.690798630704089,0.1987728744770399
32,Full framework,0.6953409938700337,0.1973508514885675
33,Full framework,0.694646318159504,0.19544314586954462
34,Full framework,0.7020785189124712,0.19395591648584276
35,Full framework,0.6980762115760301,0.191490593341405
36,Full framework,0.6952930350859357,0.18895565722877364
37,Full framework,0.7015311223617168,0.18687215968472637
38,Full framework,0.699239530726096,0.18307802491780573
39,Full framework,0.706617184824849,0.17634305849997278
40,Full framework,0.7113197978270128,0.1768344939305209
41,Full framework,0.7114279458240613,0.175456994448412
42,Full framework,0.7067538913535097,0.1718360776644933
43,Full framework,0.7097042515589593,0.17223775290317586
44,Full framework,0.7184962308333106,0.1675467198361746
45,Full framework,0.7152326072656557,0.16430588989828498
46,Full framework,0.7153559653645941,0.16697385414331553
47,Full framework,0.7195303838405834,0.16338210157129449
48,Full framework,0.7246932127365766,0.16048974253766812
49,Full framework,0.7221537675226949,0.15994145273264124
50,Full framework,0.7195695831444247,0.15828492407760497
51,Full framework,0.7210628007947867,0.15494814499200274
52,Full framework,0.7226592771356576,0.14749075142329326
53,Full framework,0.719742859161128,0.14922807671468952
54,Full framework,0.7191429642941142,0.14787186727050788
55,Full framework,0.7231814514367193,0.14505440086553012
56,Full framework,0.7208557573880842,0.14568937088651399
57,Full framework,0.7241560210521237,0.14597650909410664
58,Full framework,0.7252428858688983,0.1409527071284374
59,Full framework,0.7325641280438131,0.13801305013003307
60,Full framework,0.7235479975644178,0.14272823465133289
61,Full framework,0.7262707298108815,0.13618746993463593
62,Full framework,0.7266540867364534,0.13307081344842578
63,Full framework,0.72894685679625,0.13448621060122246
64,Full framework,0.7312410916158038,0.13336355432160985
65,Full framework,0.7270745113910848,0.1296301567066264
66,Full framework,0.7265069408081812,0.13117548951490013
67,Full framework,0.7244547913135189,0.12720005830987355
68,Full framework,0.7269859862854514,0.12493423946215745
69,Full framework,0.7317441697142413,0.12576764457393813
70,Full framework,0.7306253901724666,0.1256067559847455
71,Full framework,0.7277798516540301,0.12147626802028479
72,Full framework,0.7300303732652411,0.12210754476985722
73,Full framework,0.731551116635228,0.11998478225833673
74,Full framework,0.7332619086147553,0.12456884098184162
75,Full framework,0.7302516373024076,0.1162733931396566
76,Full framework,0.7315488178338158,0.1192513268408889
77,Full framework,0.7271010884177673,0.11519230326905791
78,Full framework,0.7293469691175825,0.11387864084259527
79,Full framework,0.7378880046491192,0.11443144345946253
80,Full framework,0.7266936587128928,0.11365245145563502
81,Full framework,0.7324578604588605,0.11329490332020589
82,Full framework,0.73433246570403,0.11033426427839677
83,Full framework,0.732746272592409,0.10741159265579947
84,Full framework,0.7316305550111483,0.10649150877976382
85,Full framework,0.7340491502032414,0.10755917506983521
86,Full framework,0.7343868741375329,0.10669305554129162
87,Full framework,0.7343171874722529,0.10733673740614864
88,Full framework,0.7290848998362722,0.10440454780330921
89,Full framework,0.7344233759684836,0.10473243118987181
90,Full framework,0.7324411658462772,0.10470709127473397
91,Full framework,0.7334978780027859,0.10108134752202555
92,Full framework,0.7359505410977154,0.09687527036740462
93,Full framework,0.7373145557299264,0.09659862540087363
94,Full framework,0.7381999354327893,0.09520822829524656
95,Full framework,0.7341323276022783,0.10040924883427674
96,Full framework,0.738500504794312,0.09468878658240514
97,Full framework,0.7393518014038721,0.09801985129609236
98,Full framework,0.739338063701381,0.09591495697861552
99,Full framework,0.7401906000580609,0.09737585368258853
100,Full framework,0.7356732073622522,0.09516756400794549
