seed,round,method,component,score
2,84,FedAvg,rule alignment,0.24973653536397314
2,84,FedAvg,total,0.24553575830971316
2,85,FedAvg,citation,0.26215631905083386
2,85,FedAvg,reasoning,0.2350017474150406
2,85,FedAvg,verdict,0.1973987273103489
2,85,FedAvg,rule alignment,0.24524848993366008
2,85,FedAvg,total,0.23443898380153988
2,86,FedAvg,citation,0.258378482451672
2,86,FedAvg,reasoning,0.22883694746023606
2,86,FedAvg,verdict,0.21205698230794567
2,86,FedAvg,rule alignment,0.2500340070106242
2,86,FedAvg,total,0.23626675183010007
2,87,FedAvg,citation,0.2568902766846885
2,87,FedAvg,reasoning,0.22559134016769997
2,87,FedAvg,verdict,0.20555954196600046
2,87,FedAvg,rule alignment,0.23632702619517054
2,87,FedAvg,total,0.23055526195201634
2,88,FedAvg,citation,0.2551414395300199
2,88,FedAvg,reasoning,0.22489831233465937
2,88,FedAvg,verdict,0.2208846376796846
2,88,FedAvg,rule alignment,0.24091255187319477
2,88,FedAvg,total,0.2346585233774629
2,89,FedAvg,citation,0.2504355217133448
2,89,FedAvg,reasoning,0.21534641561297196
2,89,FedAvg,verdict,0.20540844441393336
2,89,FedAvg,rule alignment,0.24487482890007875
2,89,FedAvg,total,0.2275398819957269
2,90,FedAvg,citation,0.2554301306735545
2,90,FedAvg,reasoning,0.2306792872063507
2,90,FedAvg,verdict,0.20534356126445036
2,90,FedAvg,rule alignment,0.2352726761920094
2,90,FedAvg,total,0.23145174438480828
2,91,FedAvg,citation,0.25606428057489616
2,91,FedAvg,reasoning,0.22986732627823228
2,91,FedAvg,verdict,0.203567669455534
2,91,FedAvg,rule alignment,0.2326086507557935
2,91,FedAvg,total,0.23038991554223595
2,92,FedAvg,citation,0.24595423031107322
2,92,FedAvg,reasoning,0.2328212463363523
2,92,FedAvg,verdict,0.20346270309212683
2,92,FedAvg,rule alignment,0.23019524038305672
2,92,FedAvg,total,0.22823965532831703
2,93,FedAvg,citation,0.23671647784973185
2,93,FedAvg,reasoning,0.20154920349983493
2,93,FedAvg,verdict,0.18723320544183092
2,93,FedAvg,rule alignment,0.21696554964214945
2,93,FedAvg,total,0.20984529180127107
2,94,FedAvg,citation,0.24504355560544108
2,94,FedAvg,reasoning,0.2197000756493376
2,94,FedAvg,verdict,0.1998730207200361
2,94,FedAvg,rule alignment,0.22555635798609916
2,94,FedAvg,total,0.22225043837339042
2,95,FedAvg,citation,0.25016814202242427
2,95,FedAvg,reasoning,0.20745268934986502
2,95,FedAvg,verdict,0.18229930278058987
2,95,FedAvg,rule alignment,0.2222165044926485
2,95,FedAvg,total,0.21479596890424274
2,96,FedAvg,citation,0.24351422042626578
2,96,FedAvg,reasoning,0.20930094437363528
2,96,FedAvg,verdict,0.20612425606446447
2,96,FedAvg,rule alignment,0.22914645903069808
2,96,FedAvg,total,0.22102919424091277
2,97,FedAvg,citation,0.23004504242444324
2,97,FedAvg,reasoning,0.2194250605009952
2,97,FedAvg,verdict,0.18725691812688383
2,97,FedAvg,rule alignment,0.21400571738599033
2,97,FedAvg,total,0.2129541517653284
2,98,FedAvg,citation,0.22658510247769284
2,98,FedAvg,reasoning,0.216969276281208
2,98,FedAvg,verdict,0.1942879816029
2,98,FedAvg,rule alignment,0.20788391209014007
2,98,FedAvg,total,0.21188583632253863
2,99,FedAvg,citation,0.2369674435697678
2,99,FedAvg,reasoning,0.20989646877824258
2,99,FedAvg,verdict,0.18478116553715704
2,99,FedAvg,rule alignment,0.21088381720208207
2,99,FedAvg,total,0.2105828563506204
2,100,FedAvg,citation,0.23699062412169508
2,100,FedAvg,reasoning,0.20030498795758908
2,100,FedAvg,verdict,0.19200320061065973
2,100,FedAvg,rule alignment,0.22324597297621288
2,100,FedAvg,total,0.21198914716560802
2,1,FedLoRA,citation,0.5776931824497704
2,1,FedLoRA,reasoning,0.49776578981559266
2,1,FedLoRA,verdict,0.41958022577874987
2,1,FedLoRA,rule alignment,0.5241173691775523
2,1,FedLoRA,total,0.5034715628373183
2,2,FedLoRA,citation,0.5574775757464905
2,2,FedLoRA,reasoning,0.4919494637742494
2,2,FedLoRA,verdict,0.4180403590293075
2,2,FedLoRA,rule alignment,0.5116363452278642
2,2,FedLoRA,total,0.49379159187179716
2,3,FedLoRA,citation,0.558370262424713
2,3,FedLoRA,reasoning,0.48648717965554267
2,3,FedLoRA,verdict,0.41840354241571437
2,3,FedLoRA,rule alignment,0.5010222931288891
2,3,FedLoRA,total,0.49034406373254746
2,4,FedLoRA,citation,0.564819995602481
2,4,FedLoRA,reasoning,0.47571607489394735
2,4,FedLoRA,verdict,0.4156516815276374
2,4,FedLoRA,rule alignment,0.499598261659962
2,4,FedLoRA,total,0.4877523940827062
2,5,FedLoRA,citation,0.548188503131734
2,5,FedLoRA,reasoning,0.46866354815679273
2,5,FedLoRA,verdict,0.4134348048329036
2,5,FedLoRA,rule alignment,0.49587390222752964
2,5,FedLoRA,total,0.4801796718837031
2,6,FedLoRA,citation,0.5467482353587849
2,6,FedLoRA,reasoning,0.4680624419055295
2,6,FedLoRA,verdict,0.4099905690424606
2,6,FedLoRA,rule alignment,0.4887268625380359
2,6,FedLoRA,total,0.47734880617957737
2,7,FedLoRA,citation,0.5460769207623317
2,7,FedLoRA,reasoning,0.4737831178892452
2,7,FedLoRA,verdict,0.39806836715148264
2,7,FedLoRA,rule alignment,0.48946494591622275
2,7,FedLoRA,total,0.4760642465284717
2,8,FedLoRA,citation,0.5346957124320911
2,8,FedLoRA,reasoning,0.4496874617390714
2,8,FedLoRA,verdict,0.37257988052616675
2,8,FedLoRA,rule alignment,0.47249289332755523
2,8,FedLoRA,total,0.45622371542679696
2,9,FedLoRA,citation,0.5252099608873394
2,9,FedLoRA,reasoning,0.4375622287384086
2,9,FedLoRA,verdict,0.3958221432119437
2,9,FedLoRA,rule alignment,0.4761427706748708
2,9,FedLoRA,total,0.45675524878131757
2,10,FedLoRA,citation,0.5294113370873555
2,10,FedLoRA,reasoning,0.4504878748822281
2,10,FedLoRA,verdict,0.39185156276635214
2,10,FedLoRA,rule alignment,0.4772965470867094
2,10,FedLoRA,total,0.4609213968454372
2,11,FedLoRA,citation,0.5223170810856859
2,11,FedLoRA,reasoning,0.4285052992067242
2,11,FedLoRA,verdict,0.38479608912132235
2,11,FedLoRA,rule alignment,0.4578015061140177
2,11,FedLoRA,total,0.44689018353657284
2,12,FedLoRA,citation,0.5141658392437513
2,12,FedLoRA,reasoning,0.4435395963594019
2,12,FedLoRA,verdict,0.37063674746780306
2,12,FedLoRA,rule alignment,0.4636097092078367
2,12,FedLoRA,total,0.4469844674272765
2,13,FedLoRA,citation,0.5127855760917686
2,13,FedLoRA,reasoning,0.43321449958027386
2,13,FedLoRA,verdict,0.36189362899500355
2,13,FedLoRA,rule alignment,0.4551359105920294
2,13,FedLoRA,total,0.439661333264181
2,14,FedLoRA,citation,0.48648184401654565
2,14,FedLoRA,reasoning,0.4269026125605942
2,14,FedLoRA,verdict,0.367227148520584
2,14,FedLoRA,rule alignment,0.4513612974539958
2,14,FedLoRA,total,0.43177029139325984
2,15,FedLoRA,citation,0.48091071584645056
2,15,FedLoRA,reasoning,0.4158363513400077
2,15,FedLoRA,verdict,0.36557395790065694
2,15,FedLoRA,rule alignment,0.45117184798141624
2,15,FedLoRA,total,0.4266064434350625
2,16,FedLoRA,citation,0.48727333034012427
2,16,FedLoRA,reasoning,0.4065818415230278
2,16,FedLoRA,verdict,0.3613133103261957
2,16,FedLoRA,rule alignment,0.44003037306188664
2,16,FedLoRA,total,0.4221272872358657
2,17,FedLoRA,citation,0.48783029093469493
2,17,FedLoRA,reasoning,0.40254667084626805
2,17,FedLoRA,verdict,0.3668800543823294
2,17,FedLoRA,rule alignment,0.43337309723686424
2,17,FedLoRA,total,0.42111620703050934
2,18,FedLoRA,citation,0.47351447219751786
2,18,FedLoRA,reasoning,0.40334889626462045
2,18,FedLoRA,verdict,0.34172661372139657
2,18,FedLoRA,rule alignment,0.4169296837572945
2,18,FedLoRA,total,0.4082008771105736
2,19,FedLoRA,citation,0.4657305077267997
2,19,FedLoRA,reasoning,0.40314031103285974
2,19,FedLoRA,verdict,0.34529930132140335
2,19,FedLoRA,rule alignment,0.4208441378926401
2,19,FedLoRA,total,0.40786837315043667
2,20,FedLoRA,citation,0.45292796779376493
2,20,FedLoRA,reasoning,0.3986466340818124
2,20,FedLoRA,verdict,0.3469741266760971
2,20,FedLoRA,rule alignment,0.40663638330415036
2,20,FedLoRA,total,0.4008967905028393
2,21,FedLoRA,citation,0.45826362458940395
2,21,FedLoRA,reasoning,0.38960407574194145
2,21,FedLoRA,verdict,0.3493171057619036
2,21,FedLoRA,rule alignment,0.41585214633650636
2,21,FedLoRA,total,0.4019468345777106
2,22,FedLoRA,citation,0.45172089039756436
2,22,FedLoRA,reasoning,0.3800828925322968
2,22,FedLoRA,verdict,0.33506515843702234
2,22,FedLoRA,rule alignment,0.42147090022826605
2,22,FedLoRA,total,0.3950155600139889
2,23,FedLoRA,citation,0.44205319742700294
2,23,FedLoRA,reasoning,0.3836341607141497
2,23,FedLoRA,verdict,0.33204999857124273
2,23,FedLoRA,rule alignment,0.3955085504216213
2,23,FedLoRA,total,0.38771775729813057
2,24,FedLoRA,citation,0.4302484034167783
2,24,FedLoRA,reasoning,0.3856437445991857
2,24,FedLoRA,verdict,0.340857757666396
2,24,FedLoRA,rule alignment,0.38990363788632604
2,24,FedLoRA,total,0.3864503912278145
2,25,FedLoRA,citation,0.4388441681840233
2,25,FedLoRA,reasoning,0.36750839107561506
2,25,FedLoRA,verdict,0.3227220942592289
2,25,FedLoRA,rule alignment,0.39448927007330675
2,25,FedLoRA,total,0.3795419369481589
2,26,FedLoRA,citation,0.42051780507480313
2,26,FedLoRA,reasoning,0.36361457032141886
2,26,FedLoRA,verdict,0.31732628863293566
2,26,FedLoRA,rule alignment,0.38891563071635016
2,26,FedLoRA,total,0.3713285206666304
2,27,FedLoRA,citation,0.4238234200079254
2,27,FedLoRA,reasoning,0.3657351017771366
2,27,FedLoRA,verdict,0.3241321460790467
2,27,FedLoRA,rule alignment,0.39751262005715277
2,27,FedLoRA,total,0.37621194606631453
2,28,FedLoRA,citation,0.40822496486928433
2,28,FedLoRA,reasoning,0.364048223276286
2,28,FedLoRA,verdict,0.3177937352128889
2,28,FedLoRA,rule alignment,0.38535936201331733
2,28,FedLoRA,total,0.3677910144060925
2,29,FedLoRA,citation,0.4173520283651474
2,29,FedLoRA,reasoning,0.36538224666900243
2,29,FedLoRA,verdict,0.31057965073357396
2,29,FedLoRA,rule alignment,0.38870637562801114
2,29,FedLoRA,total,0.36933886890098333
2,30,FedLoRA,citation,0.4225937976066883
2,30,FedLoRA,reasoning,0.35664395091919865
2,30,FedLoRA,verdict,0.3205987064396565
2,30,FedLoRA,rule alignment,0.36726687758256477
2,30,FedLoRA,total,0.3662446868038588
2,31,FedLoRA,citation,0.39467874645241807
2,31,FedLoRA,reasoning,0.3620308433635675
2,31,FedLoRA,verdict,0.30646011950838764
2,31,FedLoRA,rule alignment,0.3787270946495836
2,31,FedLoRA,total,0.35963938842918836
2,32,FedLoRA,citation,0.4066507137256209
2,32,FedLoRA,reasoning,0.3498249009734088
2,32,FedLoRA,verdict,0.31209482593495735
2,32,FedLoRA,rule alignment,0.3766509616387914
2,32,FedLoRA,total,0.3599640475349255
2,33,FedLoRA,citation,0.3980462877203755
2,33,FedLoRA,reasoning,0.3440056694486682
2,33,FedLoRA,verdict,0.31452865405303715
2,33,FedLoRA,rule alignment,0.3529688458881422
2,33,FedLoRA,total,0.35193920545558205
2,34,FedLoRA,citation,0.3936473597041534
2,34,FedLoRA,reasoning,0.33999899962716695
2,34,FedLoRA,verdict,0.3027339852600904
2,34,FedLoRA,rule alignment,0.35132359152546383
2,34,FedLoRA,total,0.3463597544343038
2,35,FedLoRA,citation,0.3863845557048557
2,35,FedLoRA,reasoning,0.33601848999591477
2,35,FedLoRA,verdict,0.29668131899827666
2,35,FedLoRA,rule alignment,0.35609909886664604
2,35,FedLoRA,total,0.3427918354478867
2,36,FedLoRA,citation,0.3771755931684967
2,36,FedLoRA,reasoning,0.3475822010510112
2,36,FedLoRA,verdict,0.29546182700325657
2,36,FedLoRA,rule alignment,0.3571185051597197
2,36,FedLoRA,total,0.3438577163901856
2,37,FedLoRA,citation,0.388735085933697
2,37,FedLoRA,reasoning,0.3251094923855129
2,37,FedLoRA,verdict,0.29578850253371697
2,37,FedLoRA,rule alignment,0.346109765430002
2,37,FedLoRA,total,0.33788569791850775
2,38,FedLoRA,citation,0.3797915360072274
2,38,FedLoRA,reasoning,0.33801760774597267
2,38,FedLoRA,verdict,0.28563702842699323
2,38,FedLoRA,rule alignment,0.3504993058357408
2,38,FedLoRA,total,0.33786228459949513
2,39,FedLoRA,citation,0.3624566583658624
2,39,FedLoRA,reasoning,0.3301686799374013
2,39,FedLoRA,verdict,0.27970130070680016
2,39,FedLoRA,rule alignment,0.33719191884868166
2,39,FedLoRA,total,0.32702847751912234
2,40,FedLoRA,citation,0.3666968573973092
2,40,FedLoRA,reasoning,0.32947456462563296
2,40,FedLoRA,verdict,0.28682573400333644
2,40,FedLoRA,rule alignment,0.3436100561119431
2,40,FedLoRA,total,0.33094502846023993
2,41,FedLoRA,citation,0.35866234654144136
2,41,FedLoRA,reasoning,0.32302399240251195
2,41,FedLoRA,verdict,0.2926157767196243
2,41,FedLoRA,rule alignment,0.3250056284904479
2,41,FedLoRA,total,0.32472785423410955
2,42,FedLoRA,citation,0.3620216848967183
2,42,FedLoRA,reasoning,0.3102980738679024
2,42,FedLoRA,verdict,0.2717025293317416
2,42,FedLoRA,rule alignment,0.33513696452540703
2,42,FedLoRA,total,0.3185478686225671
2,43,FedLoRA,citation,0.36611329307793966
2,43,FedLoRA,reasoning,0.3099946692046473
2,43,FedLoRA,verdict,0.28046526102449615
2,43,FedLoRA,rule alignment,0.32882591568791075
2,43,FedLoRA,total,0.32040822242458533
2,44,FedLoRA,citation,0.34530935743922286
2,44,FedLoRA,reasoning,0.3088351433008399
2,44,FedLoRA,verdict,0.2751050165358171
2,44,FedLoRA,rule alignment,0.315013748559897
2,44,FedLoRA,total,0.31075688619599134
2,45,FedLoRA,citation,0.36017404599841446
2,45,FedLoRA,reasoning,0.29358516878441787
2,45,FedLoRA,verdict,0.26782341383435915
2,45,FedLoRA,rule alignment,0.32895229021041617
2,45,FedLoRA,total,0.310865373635602
2,46,FedLoRA,citation,0.33428754299783325
2,46,FedLoRA,reasoning,0.2958229365010711
2,46,FedLoRA,verdict,0.2608276159314783
2,46,FedLoRA,rule alignment,0.3278161638455396
2,46,FedLoRA,total,0.3030889034517571
2,47,FedLoRA,citation,0.34477887867818086
2,47,FedLoRA,reasoning,0.2975252570754823
2,47,FedLoRA,verdict,0.2565578170043612
2,47,FedLoRA,rule alignment,0.316768338549066
2,47,FedLoRA,total,0.3029454187530934
2,48,FedLoRA,citation,0.3470593448551062
2,48,FedLoRA,reasoning,0.29308736631398596
2,48,FedLoRA,verdict,0.25977172789072817
2,48,FedLoRA,rule alignment,0.32555790409539376
2,48,FedLoRA,total,0.30474555889973315
2,49,FedLoRA,citation,0.3352882768274423
2,49,FedLoRA,reasoning,0.3067613597743658
2,49,FedLoRA,verdict,0.25162216604252313
2,49,FedLoRA,rule alignment,0.30791530385028826
2,49,FedLoRA,total,0.3003390794198587
2,50,FedLoRA,citation,0.33340802846369005
2,50,FedLoRA,reasoning,0.2964625730488506
2,50,FedLoRA,verdict,0.2572024637913158
2,50,FedLoRA,rule alignment,0.3121617232988436
2,50,FedLoRA,total,0.29902373963817536
2,51,FedLoRA,citation,0.30614780338324826
2,51,FedLoRA,reasoning,0.291630166170098
2,51,FedLoRA,verdict,0.2611768776413879
2,51,FedLoRA,rule alignment,0.31020378105772334
2,51,FedLoRA,total,0.29136097631873314
2,52,FedLoRA,citation,0.344615814082975
2,52,FedLoRA,reasoning,0.2953004559272234
2,52,FedLoRA,verdict,0.25904738507492553
2,52,FedLoRA,rule alignment,0.2983154290347967
2,52,FedLoRA,total,0.2991690223746015
2,53,FedLoRA,citation,0.3246681099420612
2,53,FedLoRA,reasoning,0.2765543839196366
2,53,FedLoRA,verdict,0.25792143784547394
2,53,FedLoRA,rule alignment,0.3056056804141509
2,53,FedLoRA,total,0.28973483820560497
2,54,FedLoRA,citation,0.31402911794685007
2,54,FedLoRA,reasoning,0.2824646304916351
2,54,FedLoRA,verdict,0.24642308259410892
2,54,FedLoRA,rule alignment,0.2865916180728088
2,54,FedLoRA,total,0.28217076289729204
2,55,FedLoRA,citation,0.3122733693012584
2,55,FedLoRA,reasoning,0.2928717126876228
2,55,FedLoRA,verdict,0.2466481437298004
2,55,FedLoRA,rule alignment,0.28617800599569876
2,55,FedLoRA,total,0.2848274932631913
2,56,FedLoRA,citation,0.30805753235771155
2,56,FedLoRA,reasoning,0.2700892036338371
2,56,FedLoRA,verdict,0.2515821012201499
2,56,FedLoRA,rule alignment,0.2979222419604804
2,56,FedLoRA,total,0.2805211178767126
2,57,FedLoRA,citation,0.30869667228863445
2,57,FedLoRA,reasoning,0.26432896808672807
2,57,FedLoRA,verdict,0.2369136693605093
2,57,FedLoRA,rule alignment,0.27721638130969267
2,57,FedLoRA,total,0.2711445521002429
2,58,FedLoRA,citation,0.31113712335229843
2,58,FedLoRA,reasoning,0.26740360964664045
2,58,FedLoRA,verdict,0.2511417321533426
2,58,FedLoRA,rule alignment,0.28883052393372793
2,58,FedLoRA,total,0.278556901557148
2,59,FedLoRA,citation,0.31721093410106777
2,59,FedLoRA,reasoning,0.26313959883475874
2,59,FedLoRA,verdict,0.23482186445356815
2,59,FedLoRA,rule alignment,0.27794860808766886
2,59,FedLoRA,total,0.27253980090662033
2,60,FedLoRA,citation,0.3051996845537398
2,60,FedLoRA,reasoning,0.2693131712880729
2,60,FedLoRA,verdict,0.2421487099767568
2,60,FedLoRA,rule alignment,0.26942274426938856
2,60,FedLoRA,total,0.27151559887292376
2,61,FedLoRA,citation,0.2978325691255006
2,61,FedLoRA,reasoning,0.2551662471577513
2,61,FedLoRA,verdict,0.24121216045719998
2,61,FedLoRA,rule alignment,0.2678260814513735
2,61,FedLoRA,total,0.26487627283327525
2,62,FedLoRA,citation,0.2809765998539704
2,62,FedLoRA,reasoning,0.27072788042996243
2,62,FedLoRA,verdict,0.23420065616887487
2,62,FedLoRA,rule alignment,0.26680711697446224
2,62,FedLoRA,total,0.2633741015295925
2,63,FedLoRA,citation,0.29230300224558264
2,63,FedLoRA,reasoning,0.2548191422799247
2,63,FedLoRA,verdict,0.2250425950946951
2,63,FedLoRA,rule alignment,0.2712940951296608
2,63,FedLoRA,total,0.260040961044979
2,64,FedLoRA,citation,0.3055282159958499
2,64,FedLoRA,reasoning,0.26723698607485635
2,64,FedLoRA,verdict,0.23005469973172968
2,64,FedLoRA,rule alignment,0.2733002523290329
2,64,FedLoRA,total,0.26872687522015837
2,65,FedLoRA,citation,0.2978421856132782
2,65,FedLoRA,reasoning,0.2600894289155788
2,65,FedLoRA,verdict,0.23337985372344686
2,65,FedLoRA,rule alignment,0.2617270235801907
2,65,FedLoRA,total,0.263177743224893
2,66,FedLoRA,citation,0.28446707360484275
2,66,FedLoRA,reasoning,0.2571053703474431
2,66,FedLoRA,verdict,0.23942357190888564
2,66,FedLoRA,rule alignment,0.26225029628529
2,66,FedLoRA,total,0.26055433173972303
2,67,FedLoRA,citation,0.2803983830031539
2,67,FedLoRA,reasoning,0.2501494798230311
2,67,FedLoRA,verdict,0.22619570306777806
2,67,FedLoRA,rule alignment,0.2697663919917738
2,67,FedLoRA,total,0.25564664386299707
2,68,FedLoRA,citation,0.275086139581576
2,68,FedLoRA,reasoning,0.23952131805931542
2,68,FedLoRA,verdict,0.2364078294733692
2,68,FedLoRA,rule alignment,0.2618874246160919
2,68,FedLoRA,total,0.2521073726047493
2,69,FedLoRA,citation,0.27296627318092587
2,69,FedLoRA,reasoning,0.23715623199237718
2,69,FedLoRA,verdict,0.23046483622842032
2,69,FedLoRA,rule alignment,0.2570840683430644
2,69,FedLoRA,total,0.24842146061866258
2,70,FedLoRA,citation,0.2672465467474435
2,70,FedLoRA,reasoning,0.24677044097802942
2,70,FedLoRA,verdict,0.21697684339803716
2,70,FedLoRA,rule alignment,0.24398935842161196
2,70,FedLoRA,total,0.2438848515141014
2,71,FedLoRA,citation,0.26445478104526904
2,71,FedLoRA,reasoning,0.24374825615961365
2,71,FedLoRA,verdict,0.21871303313099696
2,71,FedLoRA,rule alignment,0.2520476077539449
2,71,FedLoRA,total,0.2443259519427396
2,72,FedLoRA,citation,0.27172344053195857
2,72,FedLoRA,reasoning,0.2459049354629338
2,72,FedLoRA,verdict,0.22148257466894192
2,72,FedLoRA,rule alignment,0.25414648879904383
2,72,FedLoRA,total,0.24790228219891403
2,73,FedLoRA,citation,0.2670415969746974
2,73,FedLoRA,reasoning,0.23135022751631418
2,73,FedLoRA,verdict,0.20985108584132464
2,73,FedLoRA,rule alignment,0.2511619460462664
2,73,FedLoRA,total,0.23886062816815307
2,74,FedLoRA,citation,0.25736114933745724
2,74,FedLoRA,reasoning,0.23992357779125617
2,74,FedLoRA,verdict,0.21767728264717734
2,74,FedLoRA,rule alignment,0.22612489450722348
2,74,FedLoRA,total,0.2359616602349802
2,75,FedLoRA,citation,0.2540843796823718
2,75,FedLoRA,reasoning,0.24595515074118518
2,75,FedLoRA,verdict,0.21746286247211405
2,75,FedLoRA,rule alignment,0.2534803871051596
2,75,FedLoRA,total,0.2423694331820089
2,76,FedLoRA,citation,0.26037354860490197
2,76,FedLoRA,reasoning,0.2146484737313595
2,76,FedLoRA,verdict,0.19854962857066905
2,76,FedLoRA,rule alignment,0.25169689526866057
2,76,FedLoRA,total,0.22946471546703273
2,77,FedLoRA,citation,0.2495553756378329
2,77,FedLoRA,reasoning,0.22574025495572153
2,77,FedLoRA,verdict,0.20451446989300473
2,77,FedLoRA,rule alignment,0.2484160240288994
2,77,FedLoRA,total,0.23092274267520574
2,78,FedLoRA,citation,0.2560116732424349
2,78,FedLoRA,reasoning,0.2256977568622144
2,78,FedLoRA,verdict,0.2066476600148472
2,78,FedLoRA,rule alignment,0.2524730249539165
2,78,FedLoRA,total,0.23386876536376816
2,79,FedLoRA,citation,0.24776725793694518
2,79,FedLoRA,reasoning,0.2308477132734795
2,79,FedLoRA,verdict,0.20541469259854223
2,79,FedLoRA,rule alignment,0.2219801804740321
2,79,FedLoRA,total,0.22694583771072213
2,80,FedLoRA,citation,0.257876713455962
2,80,FedLoRA,reasoning,0.2290036206805243
2,80,FedLoRA,verdict,0.1902419800892612
2,80,FedLoRA,rule alignment,0.21948191479052614
2,80,FedLoRA,total,0.2246271425485683
2,81,FedLoRA,citation,0.2353859031287032
2,81,FedLoRA,reasoning,0.21935120112434117
2,81,FedLoRA,verdict,0.18810575843294028
2,81,FedLoRA,rule alignment,0.23892695410926904
2,81,FedLoRA,total,0.21946366654956703
2,82,FedLoRA,citation,0.24671288147592252
2,82,FedLoRA,reasoning,0.21800394260408762
2,82,FedLoRA,verdict,0.20402423533324568
2,82,FedLoRA,rule alignment,0.2361162305179144
2,82,FedLoRA,total,0.2253087080871012
2,83,FedLoRA,citation,0.23880744343298893
2,83,FedLoRA,reasoning,0.2154189111003632
2,83,FedLoRA,verdict,0.18838725113353297
2,83,FedLoRA,rule alignment,0.2259460205999742
2,83,FedLoRA,total,0.2166135510917343
2,84,FedLoRA,citation,0.2462024922865984
2,84,FedLoRA,reasoning,0.21521635197829772
2,84,FedLoRA,verdict,0.1849468019165169
2,84,FedLoRA,rule alignment,0.22440899861995492
2,84,FedLoRA,total,0.21723402886825913
2,85,FedLoRA,citation,0.23884016163857133
2,85,FedLoRA,reasoning,0.21373186339301206
2,85,FedLoRA,verdict,0.18800885000912945
2,85,FedLoRA,rule alignment,0.21708701942830388
2,85,FedLoRA,total,0.2142492158154896
2,86,FedLoRA,citation,0.23177191883878154
2,86,FedLoRA,reasoning,0.20740728121084928
2,86,FedLoRA,verdict,0.19528482165456684
2,86,FedLoRA,rule alignment,0.2221664791303046
2,86,FedLoRA,total,0.2134196653126528
2,87,FedLoRA,citation,0.23608440988731197
2,87,FedLoRA,reasoning,0.20422559185702382
2,87,FedLoRA,verdict,0.17877728360375342
2,87,FedLoRA,rule alignment,0.22810011443983502
2,87,FedLoRA,total,0.21060312381784052
2,88,FedLoRA,citation,0.2358160177888629
2,88,FedLoRA,reasoning,0.20781265005804683
2,88,FedLoRA,verdict,0.1886344400806272
2,88,FedLoRA,rule alignment,0.21201040961905693
2,88,FedLoRA,total,0.21085849140859797
2,89,FedLoRA,citation,0.22510673791773284
2,89,FedLoRA,reasoning,0.20774504407006011
2,89,FedLoRA,verdict,0.1875861571482988
2,89,FedLoRA,rule alignment,0.2021932069008293
2,89,FedLoRA,total,0.2059353783676918
2,90,FedLoRA,citation,0.24156077745476084
2,90,FedLoRA,reasoning,0.19408234403770142
2,90,FedLoRA,verdict,0.1779768995422478
2,90,FedLoRA,rule alignment,0.21460904078145313
2,90,FedLoRA,total,0.2060309306168532
2,91,FedLoRA,citation,0.220155443742043
2,91,FedLoRA,reasoning,0.21202748386984513
2,91,FedLoRA,verdict,0.18625036821969299
2,91,FedLoRA,rule alignment,0.20696693315149747
2,91,FedLoRA,total,0.20660308478168704
2,92,FedLoRA,citation,0.21545491992922794
2,92,FedLoRA,reasoning,0.20464742835189012
2,92,FedLoRA,verdict,0.19379797797186582
2,92,FedLoRA,rule alignment,0.2158796493365953
2,92,FedLoRA,total,0.20688338284815952
2,93,FedLoRA,citation,0.2122241935903479
2,93,FedLoRA,reasoning,0.20098149601974602
2,93,FedLoRA,verdict,0.18012655439711223
2,93,FedLoRA,rule alignment,0.2199465359739073
2,93,FedLoRA,total,0.20237144299757026
2,94,FedLoRA,citation,0.21974843814566097
2,94,FedLoRA,reasoning,0.18880371779112434
2,94,FedLoRA,verdict,0.1847069624896312
2,94,FedLoRA,rule alignment,0.20998804692091544
2,94,FedLoRA,total,0.19975257488034345
2,95,FedLoRA,citation,0.22672023957824053
2,95,FedLoRA,reasoning,0.19485639934365995
2,95,FedLoRA,verdict,0.18535392614575333
2,95,FedLoRA,rule alignment,0.1962845402836076
2,95,FedLoRA,total,0.20073236929081797
2,96,FedLoRA,citation,0.21127889972954486
2,96,FedLoRA,reasoning,0.18465179854451433
2,96,FedLoRA,verdict,0.18566674061022403
2,96,FedLoRA,rule alignment,0.2072769928375622
2,96,FedLoRA,total,0.19608734821580898
2,97,FedLoRA,citation,0.21109391973927422
2,97,FedLoRA,reasoning,0.18556842994019468
2,97,FedLoRA,verdict,0.18420612542269132
2,97,FedLoRA,rule alignment,0.1965693731145938
2,97,FedLoRA,total,0.19380941489546857
2,98,FedLoRA,citation,0.21199838298370263
2,98,FedLoRA,reasoning,0.19718923657772922
2,98,FedLoRA,verdict,0.1866565875912329
2,98,FedLoRA,rule alignment,0.19652711367032075
2,98,FedLoRA,total,0.1981259363511168
2,99,FedLoRA,citation,0.21623569364095904
2,99,FedLoRA,reasoning,0.18560066919151696
2,99,FedLoRA,verdict,0.17334313168926488
2,99,FedLoRA,rule alignment,0.2020277727154588
2,99,FedLoRA,total,0.19348046163310284
2,100,FedLoRA,citation,0.2161238663355375
2,100,FedLoRA,reasoning,0.18036445637132262
2,100,FedLoRA,verdict,0.16874916621097064
2,100,FedLoRA,rule alignment,0.20139158950006936
2,100,FedLoRA,total,0.19060591294803772
2,1,Conflict-aware,citation,0.455601044151233
2,1,Conflict-aware,reasoning,0.4022476880531498
2,1,Conflict-aware,verdict,0.35495772864640945
2,1,Conflict-aware,rule alignment,0.40375562766874196
2,1,Conflict-aware,total,0.404065125149104
